iter	RMSE
1666	23216.2817
1667	23211.48553
1668	23201.11563
1669	23192.24419
1670	23186.4687
1671	23181.22796
1672	23174.19863
1673	23165.38943
1674	23159.30538
1675	23148.46874
1676	23144.25199
1677	23136.22271
1678	23126.83306
1679	23121.40804
1680	23115.14528
1681	23105.262
1682	23102.49402
1683	23099.52888
1684	23091.52928
1685	23087.92121
1686	23086.00726
1687	23076.26003
1688	23072.51315
1689	23061.9483
1690	23055.36763
1691	23050.91209
1692	23046.49651
1693	23038.77494
1694	23034.15529
1695	23028.15846
1696	23022.11684
1697	23017.02557
1698	23011.51369
1699	23005.79275
1700	22999.09493
1701	22986.53833
1702	22981.87216
1703	22975.20383
1704	22968.27687
1705	22963.19296
1706	22960.04565
1707	22953.78869
1708	22949.12463
1709	22944.83747
1710	22940.68484
1711	22936.4463
1712	22927.95873
1713	22922.73628
1714	22915.61702
1715	22908.72027
1716	22903.37312
1717	22898.90914
1718	22888.97909
1719	22882.72909
1720	22877.65575
1721	22870.07695
1722	22863.24064
1723	22858.41624
1724	22849.64082
1725	22845.04353
1726	22835.19555
1727	22827.81021
1728	22823.58411
1729	22811.82977
1730	22801.44142
1731	22797.70366
1732	22793.17968
1733	22784.98331
1734	22773.95143
1735	22770.37953
1736	22762.60225
1737	22748.51299
1738	22743.40097
1739	22736.93425
1740	22726.32299
1741	22719.60697
1742	22714.48835
1743	22710.84435
1744	22701.65446
1745	22695.44648
1746	22689.31672
1747	22685.33322
1748	22674.52582
1749	22667.92991
1750	22662.06805
1751	22654.51334
1752	22648.95937
1753	22640.90427
1754	22638.3638
1755	22628.14303
1756	22622.67267
1757	22615.54458
1758	22609.01369
1759	22602.58475
1760	22592.35404
1761	22589.66144
1762	22581.98915
1763	22575.86282
1764	22571.15961
1765	22566.53771
1766	22560.27972
1767	22555.73197
1768	22551.14693
1769	22544.73583
1770	22536.10319
1771	22529.65263
1772	22518.50308
1773	22515.07734
1774	22509.46185
1775	22499.63328
1776	22493.56047
1777	22488.3262
1778	22483.84267
1779	22476.64494
1780	22470.16527
1781	22463.53563
1782	22454.21951
1783	22447.13642
1784	22436.54563
1785	22427.45633
1786	22422.36261
1787	22417.62427
1788	22413.20598
1789	22408.45107
1790	22399.43175
1791	22391.36237
1792	22384.70348
1793	22375.85747
1794	22370.68407
1795	22366.96331
1796	22364.22432
1797	22356.57316
1798	22346.41051
1799	22340.86688
1800	22338.4693
1801	22331.59244
1802	22324.50287
1803	22318.29416
1804	22313.90917
1805	22309.6718
1806	22305.6288
1807	22301.88674
1808	22298.16733
1809	22287.14466
1810	22281.4382
1811	22273.44215
1812	22265.27717
1813	22260.48412
1814	22257.01347
1815	22252.19244
1816	22247.04708
1817	22239.46648
1818	22235.67444
1819	22228.42635
1820	22224.04215
1821	22219.38108
1822	22212.79973
1823	22205.90251
1824	22201.65127
1825	22193.48141
1826	22186.89367
1827	22184.25392
1828	22179.00989
1829	22173.34243
1830	22167.78799
1831	22157.60149
1832	22155.46766
1833	22147.99508
1834	22141.43343
1835	22132.56114
1836	22126.29307
1837	22112.44194
1838	22108.88093
1839	22104.79472
1840	22095.97716
1841	22091.08853
1842	22087.28938
1843	22082.3215
1844	22074.81936
1845	22065.56645
1846	22058.13442
1847	22051.17146
1848	22042.77659
1849	22032.34287
1850	22026.8501
1851	22025.07476
1852	22016.37691
1853	22009.74395
1854	22006.79722
1855	22001.22269
1856	21990.09148
1857	21980.84385
1858	21977.28522
1859	21971.78259
1860	21967.27442
1861	21962.91924
1862	21958.24854
1863	21954.25602
1864	21946.38675
1865	21943.07285
1866	21939.14171
1867	21933.89425
1868	21930.40573
1869	21926.52206
1870	21921.90711
1871	21916.68307
1872	21908.60297
1873	21901.15158
1874	21897.16662
1875	21895.04642
1876	21889.31107
1877	21883.17772
1878	21877.05285
1879	21872.53778
1880	21867.20901
1881	21860.51786
1882	21853.38899
1883	21850.16931
1884	21843.44226
1885	21837.73926
1886	21831.59374
1887	21824.14607
1888	21816.0412
1889	21806.26598
1890	21803.4073
1891	21798.51541
1892	21792.09796
1893	21785.67499
1894	21781.57125
1895	21773.48508
1896	21771.13852
1897	21766.83386
1898	21757.05113
1899	21749.24074
1900	21742.2019
1901	21735.92908
1902	21727.47309
1903	21725.66339
1904	21720.60727
1905	21716.40354
1906	21711.82235
1907	21706.78351
1908	21698.53239
1909	21695.40938
1910	21691.78532
1911	21685.39782
1912	21682.40992
1913	21674.8123
1914	21668.17757
1915	21664.19841
1916	21658.32398
1917	21652.82359
1918	21649.76229
1919	21643.53482
1920	21639.71098
1921	21633.27279
1922	21625.01122
1923	21620.68433
1924	21614.43592
1925	21607.26009
1926	21603.37612
1927	21600.08218
1928	21595.91954
1929	21588.67351
1930	21585.53088
1931	21580.91977
1932	21577.31612
1933	21565.53901
1934	21559.78476
1935	21555.25986
1936	21552.31919
1937	21543.93901
1938	21535.7186
1939	21528.04637
1940	21521.68228
1941	21517.52071
1942	21503.08051
1943	21497.49135
1944	21491.76353
1945	21490.12787
1946	21485.74087
1947	21481.4962
1948	21476.78938
1949	21471.42877
1950	21466.90557
1951	21462.2181
1952	21458.84517
1953	21451.64953
1954	21446.10354
1955	21441.44257
1956	21432.59442
1957	21427.76206
1958	21415.89692
1959	21408.94561
1960	21403.38737
1961	21400.52541
1962	21395.79397
1963	21390.78291
1964	21386.53561
1965	21378.29131
1966	21374.37129
1967	21368.70477
1968	21364.80616
1969	21360.09683
1970	21355.5575
1971	21346.60701
1972	21342.28235
1973	21337.11186
1974	21330.41211
1975	21327.00237
1976	21320.5818
1977	21315.90726
1978	21305.48941
1979	21301.54691
1980	21294.29109
1981	21290.67889
1982	21286.01809
1983	21280.36345
1984	21276.98233
1985	21273.19487
1986	21268.62958
1987	21261.25261
1988	21255.32925
1989	21253.39207
1990	21246.51831
1991	21239.02519
1992	21233.34604
1993	21231.53517
1994	21228.47285
1995	21223.14451
1996	21217.55355
1997	21209.61097
1998	21200.16234
1999	21193.62362
2000	21188.11701
2001	21184.09505
2002	21179.7536
2003	21175.29265
2004	21166.81998
2005	21159.21936
2006	21155.47307
2007	21143.19575
2008	21140.74124
2009	21133.08889
2010	21129.09816
2011	21123.86915
2012	21116.14376
2013	21112.05738
2014	21107.57876
2015	21100.82217
2016	21097.53433
2017	21087.37739
2018	21079.79985
2019	21072.17866
2020	21065.73359
2021	21064.11561
2022	21057.19876
2023	21052.65751
2024	21048.90651
2025	21040.61592
2026	21036.79549
2027	21026.39994
2028	21020.99044
2029	21015.28252
2030	21009.41502
2031	21000.50556
2032	20995.16542
2033	20990.32458
2034	20984.65066
2035	20977.34459
2036	20974.24831
2037	20972.51358
2038	20965.99281
2039	20959.62314
2040	20952.24654
2041	20946.93204
2042	20940.96444
2043	20938.15787
2044	20935.05577
2045	20928.05749
2046	20922.15397
2047	20916.49421
2048	20910.27287
2049	20905.5289
2050	20897.69126
2051	20893.60109
2052	20889.62564
2053	20885.67552
2054	20879.32755
2055	20875.57502
2056	20870.14311
2057	20866.47184
2058	20861.20729
2059	20855.95475
2060	20853.55412
2061	20850.62086
2062	20847.32141
2063	20843.56577
2064	20840.66328
2065	20833.54631
2066	20825.8047
2067	20822.80875
2068	20812.0999
2069	20808.47332
2070	20801.29143
2071	20796.21595
2072	20792.459
2073	20788.32486
2074	20782.02072
2075	20778.65995
2076	20771.67022
2077	20767.2369
2078	20757.92565
2079	20752.84637
2080	20747.7119
2081	20740.61804
2082	20736.67389
2083	20730.83986
2084	20726.80847
2085	20721.36765
2086	20715.54506
2087	20712.2128
2088	20704.34814
2089	20698.25574
2090	20692.23058
2091	20690.2788
2092	20686.66758
2093	20681.69712
2094	20671.5921
2095	20666.70643
2096	20662.90361
2097	20660.83823
2098	20655.15992
2099	20648.34709
2100	20642.82439
2101	20633.53248
2102	20627.71368
2103	20622.95723
2104	20618.47412
2105	20612.32428
2106	20609.66715
2107	20604.41753
2108	20601.4988
2109	20597.17731
2110	20588.17735
2111	20584.51869
2112	20576.53317
2113	20572.15396
2114	20568.41318
2115	20563.35852
2116	20558.95446
2117	20553.60637
2118	20548.11452
2119	20545.93762
2120	20543.60823
2121	20541.05286
2122	20532.08341
2123	20528.79132
2124	20526.75725
2125	20525.04673
2126	20519.47021
2127	20516.13388
2128	20511.06496
2129	20504.48792
2130	20498.35583
2131	20494.4978
2132	20483.07646
2133	20475.11841
2134	20466.98962
2135	20462.73691
2136	20457.10133
2137	20454.66065
2138	20449.74881
2139	20446.20343
2140	20444.24868
2141	20440.90292
2142	20435.61953
2143	20432.0604
2144	20426.12568
2145	20419.50813
2146	20414.28396
2147	20407.60126
2148	20402.532
2149	20398.67131
2150	20394.14884
2151	20385.80092
2152	20376.57073
2153	20373.23491
2154	20365.07979
2155	20356.74638
2156	20350.12265
2157	20345.03527
2158	20334.88556
2159	20331.49072
2160	20328.96332
2161	20323.24828
2162	20319.69419
2163	20317.02997
2164	20313.7586
2165	20312.19433
2166	20308.04493
2167	20301.75595
2168	20293.76207
2169	20281.4252
2170	20275.78273
2171	20270.76644
2172	20264.3321
2173	20259.34883
2174	20258.10336
2175	20252.82777
2176	20245.86306
2177	20241.22247
2178	20234.07045
2179	20226.41943
2180	20222.22886
2181	20218.32829
2182	20214.54135
2183	20212.36459
2184	20207.27257
2185	20202.64238
2186	20200.66813
2187	20193.00048
2188	20185.18583
2189	20181.41976
2190	20175.40299
2191	20169.25456
2192	20167.31994
2193	20161.38462
2194	20156.98524
2195	20149.22396
2196	20146.26784
2197	20142.55784
2198	20138.45407
2199	20129.64792
2200	20125.84774
2201	20119.92757
2202	20114.36396
2203	20111.82011
2204	20104.55093
2205	20098.38199
2206	20093.00878
2207	20090.59073
2208	20086.3419
2209	20079.73277
2210	20072.55378
2211	20069.25878
2212	20056.91241
2213	20049.06112
2214	20043.12253
2215	20039.79343
2216	20034.20352
2217	20031.07602
2218	20024.87301
2219	20021.53912
2220	20016.22622
2221	20009.97376
2222	20001.70852
2223	19995.05023
2224	19991.80225
2225	19987.06484
2226	19981.14038
2227	19974.04829
2228	19969.17164
2229	19962.77876
2230	19960.08215
2231	19956.15911
2232	19953.19818
2233	19947.93977
2234	19942.13014
2235	19940.53981
2236	19936.55519
2237	19931.37138
2238	19922.89567
2239	19920.59292
2240	19914.78288
2241	19910.01391
2242	19902.78123
2243	19896.92702
2244	19893.70699
2245	19885.44008
2246	19882.85455
2247	19878.76708
2248	19874.862
2249	19870.02653
2250	19866.15528
2251	19859.16462
2252	19855.40045
2253	19851.85491
2254	19845.49198
2255	19842.99461
2256	19834.76809
2257	19829.17335
2258	19824.7784
2259	19818.65855
2260	19813.63867
2261	19805.17688
2262	19803.43884
2263	19797.49938
2264	19791.45471
2265	19786.83664
2266	19781.63973
2267	19775.85005
2268	19768.39474
2269	19764.8608
2270	19759.92576
2271	19756.43763
2272	19749.77886
2273	19746.04976
2274	19741.74124
2275	19737.42871
2276	19734.2625
2277	19730.81967
2278	19726.38371
2279	19718.89552
2280	19714.72275
2281	19711.47711
2282	19706.23921
2283	19702.39645
2284	19695.95217
2285	19692.12205
2286	19688.40188
2287	19685.25071
2288	19680.81554
2289	19676.4699
2290	19671.7338
2291	19667.36893
2292	19658.42376
2293	19657.15841
2294	19653.95122
2295	19648.46874
2296	19644.1134
2297	19637.70494
2298	19633.32226
2299	19627.4378
2300	19623.16051
2301	19618.29163
2302	19613.57547
2303	19606.74676
2304	19601.89431
2305	19596.08213
2306	19594.6362
2307	19590.41464
2308	19586.15206
2309	19583.39431
2310	19578.45442
2311	19577.16211
2312	19573.52294
2313	19568.96717
2314	19562.40519
2315	19557.62497
2316	19543.01918
2317	19539.52322
2318	19537.06729
2319	19533.68565
2320	19531.618
2321	19519.77985
2322	19517.08648
2323	19513.72138
2324	19512.0342
2325	19507.7813
2326	19503.97935
2327	19497.50794
2328	19495.39941
2329	19488.99483
2330	19484.85943
2331	19479.51568
2332	19477.79143
2333	19474.84915
2334	19467.09463
2335	19463.3519
2336	19460.69932
2337	19454.07206
2338	19448.46131
2339	19441.34632
2340	19438.0525
2341	19432.33302
2342	19424.58525
2343	19419.74218
2344	19414.32844
2345	19408.35941
2346	19404.4244
2347	19395.60417
2348	19392.54288
2349	19387.4549
2350	19382.05534
2351	19378.65433
2352	19374.83172
2353	19368.75191
2354	19359.63013
2355	19355.397
2356	19349.7845
2357	19347.1987
2358	19343.46287
2359	19334.60191
2360	19330.04692
2361	19326.66961
2362	19321.29272
2363	19315.53963
2364	19314.28012
2365	19311.16558
2366	19308.24794
2367	19305.088
2368	19301.70067
2369	19294.93866
2370	19289.05709
2371	19285.51307
2372	19282.53762
2373	19277.72441
2374	19273.82031
2375	19268.00008
2376	19263.62203
2377	19257.95506
2378	19250.68619
2379	19246.74301
2380	19241.50249
2381	19239.03641
2382	19235.61108
2383	19232.48576
2384	19228.10396
2385	19219.97661
2386	19211.44914
2387	19203.1671
2388	19201.56673
2389	19194.90336
2390	19192.10092
2391	19190.54095
2392	19186.57318
2393	19183.49077
2394	19182.35072
2395	19179.96493
2396	19174.54456
2397	19169.14503
2398	19165.99123
2399	19164.76182
2400	19159.94161
2401	19159.12512
2402	19152.02142
2403	19148.64665
2404	19144.0344
2405	19140.95225
