longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_lt1H_OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR_BAY,ocean_NEAR_OCEAN,prediction
-121.44,37.7,5.0,1365.0,196.0,591.0,156.0,6.0389,215100.0,0,1,0,0,0,229334.80683379137
-118.31,33.97,52.0,1629.0,277.0,819.0,288.0,3.725,142600.0,1,0,0,0,0,161334.2424292646
-117.65,34.09,33.0,2446.0,396.0,1209.0,412.0,4.3958,145600.0,0,1,0,0,0,152909.69714718452
-118.23,34.14,25.0,2864.0,844.0,1745.0,803.0,2.9167,224300.0,1,0,0,0,0,215082.2032618116
-118.0,33.94,36.0,2911.0,534.0,1395.0,486.0,5.1738,203700.0,1,0,0,0,0,236399.51438852158
-120.64,36.99,23.0,2363.0,449.0,1168.0,410.0,2.2794,75700.0,0,1,0,0,0,85713.41042929146
-121.91,36.62,40.0,1292.0,271.0,504.0,230.0,2.475,258300.0,1,0,0,0,0,248453.30662184634
-118.75,34.42,28.0,1000.0,206.0,545.0,154.0,2.4167,191700.0,1,0,0,0,0,193163.47469919422
-118.49,34.19,23.0,2087.0,571.0,1809.0,553.0,3.1667,202000.0,1,0,0,0,0,208539.02363642622
-118.92,34.18,17.0,2400.0,352.0,1067.0,323.0,6.3522,259300.0,1,0,0,0,0,280493.4519711578
-121.71,37.99,27.0,3861.0,718.0,2085.0,707.0,3.3558,129700.0,0,1,0,0,0,134714.14983123288
-118.06,34.06,28.0,2127.0,625.0,3160.0,620.0,2.5763,173900.0,1,0,0,0,0,166510.08626026212
-121.95,37.32,33.0,726.0,168.0,351.0,147.0,3.1458,270500.0,1,0,0,0,0,248504.0173734964
-118.25,34.15,13.0,1107.0,479.0,616.0,443.0,0.8185,187500.0,1,0,0,0,0,197101.66516407309
-118.33,34.03,33.0,2314.0,624.0,1714.0,582.0,1.7377,183900.0,1,0,0,0,0,166395.10898487925
-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685,114200.0,0,1,0,0,0,100635.45161061469
-122.23,39.95,21.0,2087.0,382.0,888.0,361.0,2.207,86400.0,0,1,0,0,0,91639.82342107248
-118.61,34.59,5.0,4028.0,896.0,2062.0,826.0,4.0579,167100.0,0,1,0,0,0,162619.38696687424
-122.3,38.28,31.0,1633.0,316.0,944.0,300.0,3.3977,158700.0,0,0,0,1,0,156456.86885945
-117.14,32.72,42.0,1558.0,458.0,1227.0,407.0,2.2804,139100.0,0,0,0,0,1,136762.05711039912
-121.32,38.57,25.0,692.0,146.0,504.0,167.0,3.6897,101100.0,0,1,0,0,0,95599.24294589511
-118.56,34.18,39.0,1819.0,291.0,770.0,278.0,5.4088,457300.0,1,0,0,0,0,375769.8049745858
-122.25,37.51,45.0,989.0,174.0,504.0,180.0,4.8382,289400.0,0,0,0,0,1,309540.84211332817
-121.9,37.44,9.0,957.0,139.0,532.0,142.0,8.6675,441000.0,1,0,0,0,0,432185.93717297993
-122.09,37.69,20.0,4296.0,817.0,1732.0,800.0,4.8036,188300.0,0,0,0,1,0,231152.9342435174
-117.86,33.62,23.0,3166.0,411.0,1092.0,345.0,7.9367,500001.0,1,0,0,0,0,493745.03681927733
-121.83,37.28,17.0,3057.0,606.0,2030.0,602.0,5.2166,230900.0,1,0,0,0,0,229095.48686826957
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,3.4183,104100.0,0,1,0,0,0,99009.16750280863
-118.2,33.97,43.0,825.0,212.0,820.0,184.0,1.8897,174300.0,1,0,0,0,0,146590.21123089918
-118.11,34.12,48.0,2476.0,313.0,900.0,303.0,10.6767,500001.0,1,0,0,0,0,500333.82761393825
-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722,500001.0,1,0,0,0,0,485714.8569102173
-118.47,34.02,41.0,2136.0,549.0,986.0,557.0,2.7254,444400.0,1,0,0,0,0,405974.52491667547
-119.5,35.27,23.0,3827.0,696.0,1993.0,617.0,3.0742,57900.0,0,1,0,0,0,76369.45339710519
-118.13,33.83,44.0,1710.0,333.0,786.0,344.0,4.2917,314700.0,1,0,0,0,0,269941.1878421087
-118.34,33.98,40.0,2108.0,526.0,1922.0,544.0,3.163,137800.0,1,0,0,0,0,137222.8137409857
-118.01,33.77,33.0,1387.0,238.0,890.0,264.0,5.422,204100.0,1,0,0,0,0,210045.03358148586
-119.02,36.05,22.0,2078.0,431.0,1336.0,456.0,2.2202,65200.0,0,1,0,0,0,60993.474749359826
-122.45,37.74,52.0,1596.0,276.0,642.0,273.0,4.375,349500.0,0,0,0,1,0,352416.6731710348
-117.95,33.8,32.0,1219.0,192.0,634.0,197.0,5.237,215700.0,1,0,0,0,0,215982.43562951902
-121.38,38.59,36.0,2253.0,434.0,1018.0,426.0,3.2596,98700.0,0,1,0,0,0,112311.59946727217
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,137500.0,0,0,0,1,0,126516.50064870507
-117.68,34.12,16.0,2181.0,321.0,1133.0,350.0,5.7214,259400.0,0,1,0,0,0,238696.52357691174
-121.23,36.33,23.0,2095.0,536.0,1858.0,457.0,3.0543,92400.0,1,0,0,0,0,105668.85808498552
-122.43,40.66,15.0,2532.0,458.0,1183.0,450.0,2.5417,92200.0,0,1,0,0,0,96476.78730427673
-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,2.7125,150000.0,1,0,0,0,0,149428.93642755452
-118.43,33.99,43.0,2483.0,548.0,1212.0,493.0,4.0189,302900.0,1,0,0,0,0,328087.42471508065
-124.15,40.78,36.0,2112.0,374.0,829.0,368.0,3.3984,90000.0,0,0,0,0,1,92678.31926565892
-117.61,34.01,25.0,352.0,41.0,99.0,34.0,3.9696,500000.0,0,1,0,0,0,448024.9872359669
-117.97,33.85,30.0,2513.0,476.0,1611.0,472.0,4.0061,182900.0,1,0,0,0,0,197425.92896459185
-118.23,33.9,28.0,1108.0,284.0,1498.0,289.0,2.4706,88800.0,1,0,0,0,0,105429.69565073427
-117.24,32.8,30.0,1917.0,462.0,828.0,437.0,2.4671,276300.0,0,0,0,0,1,257631.8987758982
-118.03,34.08,42.0,1597.0,373.0,1311.0,352.0,2.9688,162800.0,0,1,0,0,0,193760.0101502835
-118.29,33.71,40.0,1933.0,475.0,902.0,412.0,4.25,332800.0,0,0,0,0,1,342130.1586896817
-117.99,34.16,40.0,3838.0,696.0,1851.0,674.0,4.2407,262000.0,0,1,0,0,0,256763.29046030118
-120.84,37.05,8.0,1944.0,283.0,814.0,276.0,5.3988,165500.0,0,1,0,0,0,197802.819123643
-118.3,33.99,44.0,1458.0,326.0,1159.0,283.0,1.1645,98200.0,1,0,0,0,0,91959.71211142889
-117.07,32.61,10.0,1686.0,414.0,1000.0,391.0,2.1765,128400.0,0,0,0,0,1,119087.33437079568
-118.37,33.85,34.0,2415.0,404.0,1278.0,414.0,6.1599,341200.0,1,0,0,0,0,342311.54324591166
-118.29,33.79,10.0,3708.0,1016.0,2855.0,948.0,2.0,165400.0,1,0,0,0,0,177752.00632292384
-122.41,37.98,36.0,60.0,15.0,42.0,25.0,1.4583,67500.0,0,0,0,1,0,77653.31604104425
-118.65,36.57,20.0,1431.0,416.0,570.0,225.0,1.4821,143300.0,0,1,0,0,0,112400.39411795989
-122.45,37.71,52.0,1658.0,322.0,1086.0,326.0,3.8583,261600.0,0,0,0,0,1,254234.19066618508
-118.46,34.02,45.0,3803.0,970.0,1690.0,871.0,3.0476,456200.0,1,0,0,0,0,434155.6104099825
-117.68,33.57,2.0,10008.0,1453.0,3550.0,1139.0,10.1122,500001.0,1,0,0,0,0,493761.78721859714
-120.43,38.25,13.0,763.0,161.0,311.0,125.0,2.4583,112500.0,0,1,0,0,0,101718.21645427543
-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,185400.0,1,0,0,0,0,186441.86366042792
-117.07,32.7,14.0,2763.0,456.0,1914.0,465.0,4.1645,143000.0,0,0,0,0,1,140877.20386540948
-115.55,32.98,33.0,2266.0,365.0,952.0,360.0,5.4349,143000.0,0,1,0,0,0,143542.78612371554
-121.86,37.41,16.0,1603.0,287.0,1080.0,296.0,6.1256,266900.0,1,0,0,0,0,236541.54357793977
-118.15,33.92,40.0,1335.0,281.0,804.0,282.0,4.3194,198400.0,1,0,0,0,0,196224.29450795837
-117.92,34.03,35.0,1341.0,233.0,898.0,216.0,4.1118,157300.0,1,0,0,0,0,166609.85032445934
-122.71,38.45,52.0,2259.0,537.0,957.0,520.0,2.1827,188800.0,1,0,0,0,0,182932.39285070085
-124.05,40.59,32.0,1878.0,340.0,937.0,353.0,3.4408,95200.0,1,0,0,0,0,91342.89299860374
-122.19,37.45,18.0,1636.0,414.0,853.0,439.0,5.1032,464600.0,0,0,0,0,1,445518.51783104776
-122.68,38.98,27.0,2300.0,508.0,526.0,254.0,2.1838,109700.0,0,1,0,0,0,96413.36273718101
-121.84,39.72,52.0,1457.0,389.0,802.0,342.0,0.9566,69000.0,0,1,0,0,0,71386.95913210066
-118.48,34.03,39.0,1530.0,401.0,1074.0,375.0,3.5076,381800.0,1,0,0,0,0,344175.51068709744
-118.78,34.16,9.0,30405.0,4093.0,12873.0,3931.0,8.0137,399200.0,0,0,0,0,1,403992.25120791385
-116.42,33.68,15.0,3895.0,782.0,900.0,529.0,2.2208,138300.0,0,1,0,0,0,115824.72072059828
-122.27,38.53,22.0,678.0,137.0,336.0,103.0,4.4,142500.0,0,1,0,0,0,159636.05465191294
-122.31,37.55,45.0,507.0,140.0,305.0,139.0,2.6159,272900.0,0,0,0,0,1,259898.69067492263
-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,223700.0,1,0,0,0,0,205377.852096115
-117.82,33.82,22.0,3173.0,372.0,1181.0,355.0,8.3637,500001.0,1,0,0,0,0,459992.00735487835
-121.29,38.61,26.0,1814.0,299.0,963.0,317.0,4.4519,110500.0,0,1,0,0,0,121448.35239553913
-121.11,37.74,11.0,3886.0,599.0,1605.0,529.0,4.4213,182700.0,0,1,0,0,0,191372.21551554193
-122.47,37.78,52.0,2275.0,412.0,1166.0,424.0,4.0652,421300.0,0,0,0,1,0,405706.68847165944
-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,1.5057,86300.0,0,0,0,0,1,95842.93125300253
-117.18,34.06,28.0,699.0,180.0,432.0,168.0,2.1875,81900.0,0,1,0,0,0,86759.97988915759
-121.77,38.69,47.0,1697.0,318.0,775.0,276.0,3.4559,123100.0,0,1,0,0,0,125507.80810929724
-122.42,37.8,52.0,2657.0,772.0,1014.0,685.0,4.038,500001.0,0,0,0,1,0,505422.1227108961
-119.72,36.75,27.0,1691.0,282.0,869.0,337.0,3.9514,86900.0,0,1,0,0,0,94408.63127766835
-118.05,33.96,37.0,2622.0,652.0,2778.0,644.0,2.9714,160300.0,1,0,0,0,0,151527.38999301515
-118.44,35.13,21.0,1899.0,447.0,1133.0,391.0,1.8636,67900.0,0,1,0,0,0,64479.563976759964
-118.64,34.19,28.0,3274.0,571.0,1424.0,521.0,4.4167,247300.0,1,0,0,0,0,263255.607216388
-118.47,34.03,32.0,3024.0,784.0,1323.0,740.0,3.3889,347900.0,1,0,0,0,0,391145.7163549008
-122.33,37.99,4.0,3999.0,1079.0,1591.0,887.0,3.911,112500.0,0,0,0,1,0,129572.32512686176
-122.47,38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,303300.0,0,1,0,0,0,286179.587049084
-118.36,34.03,38.0,1400.0,376.0,1139.0,315.0,2.2368,120000.0,1,0,0,0,0,142569.396367002
-118.34,33.9,36.0,1342.0,259.0,706.0,261.0,4.1776,236600.0,1,0,0,0,0,230795.6220891314
-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071,244700.0,0,0,0,1,0,239444.84892066225
-118.27,33.95,35.0,2073.0,494.0,1753.0,490.0,1.5,93600.0,1,0,0,0,0,96391.89137519074
-118.3,33.96,43.0,2009.0,442.0,1095.0,439.0,2.8299,109500.0,1,0,0,0,0,141900.99934300766
-118.31,33.73,52.0,2025.0,361.0,957.0,363.0,4.2059,350000.0,0,0,0,0,1,337818.2343571122
-122.41,37.61,42.0,1602.0,262.0,705.0,255.0,5.7398,336400.0,0,0,0,0,1,345011.9495577292
-119.67,36.73,27.0,2845.0,417.0,1219.0,460.0,4.9196,117900.0,0,1,0,0,0,121909.1595996977
-122.56,38.09,17.0,9614.0,2123.0,4684.0,2060.0,4.1705,209800.0,0,0,0,1,0,221609.45044321363
-122.1,37.69,30.0,3115.0,625.0,1444.0,568.0,3.7222,195800.0,0,0,0,1,0,207157.417716896
-117.62,33.43,23.0,4052.0,955.0,1950.0,859.0,4.0647,240600.0,0,0,0,0,1,262044.3180519707
-116.97,32.65,4.0,16450.0,2833.0,7985.0,2683.0,5.6631,233400.0,0,0,0,0,1,233096.49275666333
-120.84,35.37,34.0,3279.0,714.0,1397.0,646.0,2.5552,200000.0,0,0,0,0,1,221667.3283275643
-118.38,34.28,22.0,4428.0,825.0,3152.0,836.0,4.7932,166300.0,1,0,0,0,0,183997.85233828597
-121.02,37.65,20.0,2973.0,620.0,1996.0,570.0,3.0645,106000.0,0,1,0,0,0,112369.42288420904
-117.31,34.44,10.0,1731.0,299.0,1056.0,312.0,3.6007,104000.0,0,1,0,0,0,106151.73640233226
-117.3,33.85,15.0,3991.0,751.0,2317.0,657.0,2.9542,127900.0,0,1,0,0,0,129746.46522093414
-122.23,37.76,52.0,2269.0,323.0,805.0,321.0,4.7188,335300.0,0,0,0,1,0,295905.4193768228
-117.09,33.11,32.0,1713.0,321.0,891.0,286.0,3.1429,171600.0,1,0,0,0,0,152692.21857469704
-120.05,36.98,16.0,3705.0,739.0,2463.0,697.0,2.5288,61800.0,0,1,0,0,0,74195.76478647534
-121.02,37.63,35.0,1591.0,364.0,1290.0,352.0,1.564,81800.0,0,1,0,0,0,78651.5850240301
-121.46,38.54,36.0,1825.0,411.0,1226.0,391.0,1.5292,55700.0,0,1,0,0,0,63857.2342206531
-121.33,36.43,40.0,622.0,194.0,902.0,196.0,2.625,109100.0,1,0,0,0,0,111318.39721349732
-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,208100.0,1,0,0,0,0,200877.89284600204
-122.84,38.42,29.0,2756.0,551.0,1381.0,531.0,2.9625,237300.0,1,0,0,0,0,204261.36256333487
-117.64,34.06,43.0,763.0,219.0,851.0,198.0,1.7292,79200.0,0,1,0,0,0,90606.9840978724
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,220600.0,1,0,0,0,0,231602.70732019687
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,52600.0,0,1,0,0,0,57281.579188975855
-118.09,33.99,34.0,1369.0,270.0,1005.0,272.0,3.692,172600.0,1,0,0,0,0,170467.545077677
-117.33,33.67,27.0,4376.0,1003.0,2667.0,870.0,1.9194,100600.0,1,0,0,0,0,119430.81641582235
-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,131600.0,1,0,0,0,0,138191.52096466237
-122.59,37.97,46.0,4036.0,856.0,1872.0,833.0,4.5625,275200.0,0,0,0,0,1,284330.645090041
-121.36,38.61,35.0,2355.0,365.0,993.0,354.0,5.0492,144100.0,0,1,0,0,0,164992.74023811158
-118.53,34.23,27.0,2131.0,543.0,1065.0,528.0,3.2404,230400.0,1,0,0,0,0,242693.633192159
-118.23,34.13,48.0,737.0,166.0,462.0,131.0,3.5893,212500.0,1,0,0,0,0,205423.53289158698
-118.28,33.93,45.0,529.0,112.0,448.0,120.0,3.5833,90600.0,1,0,0,0,0,101696.90637578585
-118.37,33.92,36.0,1075.0,197.0,509.0,197.0,4.9688,238900.0,1,0,0,0,0,261949.7199480661
-117.11,32.58,21.0,2894.0,685.0,2109.0,712.0,2.2755,125000.0,0,0,0,0,1,135710.74580194778
-119.36,35.55,29.0,510.0,84.0,236.0,73.0,2.7,125000.0,0,1,0,0,0,126800.88860572808
-121.03,37.69,6.0,2607.0,557.0,1266.0,475.0,3.4632,137700.0,0,1,0,0,0,145640.95550127554
-121.22,38.43,20.0,2054.0,339.0,934.0,336.0,4.5368,219300.0,0,1,0,0,0,199061.80483600363
-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,500001.0,1,0,0,0,0,496751.72107006673
-121.79,38.67,30.0,2602.0,401.0,981.0,405.0,4.7222,167200.0,0,1,0,0,0,181149.38374033943
-118.71,34.28,27.0,2911.0,562.0,1773.0,580.0,4.6528,186600.0,1,0,0,0,0,194863.22782869998
-121.84,37.32,22.0,3015.0,581.0,2491.0,530.0,4.3419,176300.0,1,0,0,0,0,183494.24910282993
-117.09,32.73,26.0,3114.0,686.0,1948.0,660.0,2.8942,124100.0,0,0,0,0,1,128901.87304741138
-118.43,33.83,19.0,6206.0,1611.0,2455.0,1472.0,5.145,420200.0,0,0,0,0,1,424824.90453677217
-117.19,32.85,15.0,2895.0,498.0,1164.0,443.0,5.102,417500.0,0,0,0,0,1,337224.65121184033
-114.6,33.62,16.0,3741.0,801.0,2434.0,824.0,2.6797,86500.0,0,1,0,0,0,86287.72691204536
-121.92,36.54,33.0,5323.0,887.0,1670.0,740.0,3.9792,468000.0,0,0,0,0,1,442126.1441848273
-118.27,33.79,39.0,1513.0,365.0,1227.0,354.0,3.3929,184600.0,1,0,0,0,0,168727.5990078029
-117.93,33.87,29.0,1221.0,371.0,1822.0,326.0,1.7935,162500.0,1,0,0,0,0,157573.65861208012
-117.1,33.56,6.0,1868.0,289.0,750.0,247.0,4.3833,307600.0,1,0,0,0,0,299310.42567965714
-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,78300.0,0,0,0,0,1,69217.25533794158
-121.27,37.96,41.0,461.0,101.0,382.0,79.0,1.275,54000.0,0,1,0,0,0,60974.89442623267
-119.27,35.5,34.0,1367.0,329.0,796.0,319.0,2.8269,61100.0,0,1,0,0,0,60973.83215551704
-117.44,33.96,29.0,124.0,22.0,50.0,18.0,12.5381,112500.0,0,1,0,0,0,126365.52328924071
-121.89,38.01,28.0,3639.0,751.0,2362.0,641.0,3.0042,103900.0,0,1,0,0,0,107562.11608538622
-118.33,34.15,39.0,493.0,168.0,259.0,138.0,2.3667,17500.0,1,0,0,0,0,99217.09431333147
-122.24,37.48,40.0,4459.0,1027.0,2080.0,982.0,3.5322,361900.0,0,0,0,0,1,346449.28113215545
-118.04,33.93,36.0,1726.0,332.0,1293.0,310.0,4.3849,144100.0,1,0,0,0,0,159325.883626669
-122.17,37.76,38.0,1764.0,397.0,987.0,354.0,2.4333,98200.0,0,0,0,1,0,113219.5528046229
-120.01,39.26,26.0,1930.0,391.0,307.0,138.0,2.6023,139300.0,0,1,0,0,0,130892.1971791356
-117.35,34.44,9.0,11810.0,2181.0,6716.0,2081.0,3.1821,95600.0,0,1,0,0,0,100053.77822125453
-118.18,33.94,43.0,2724.0,612.0,2340.0,570.0,2.7,165000.0,1,0,0,0,0,150707.33345794008
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,0,0,0,1,0,81324.40242883938
-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,4.625,213400.0,1,0,0,0,0,217691.93883972228
-117.69,33.66,11.0,2630.0,327.0,1256.0,352.0,8.2953,350500.0,1,0,0,0,0,335134.98652432254
-118.16,34.04,11.0,852.0,215.0,806.0,202.0,1.3971,134400.0,1,0,0,0,0,139827.76460967195
-120.67,35.29,44.0,2236.0,411.0,1036.0,437.0,3.0833,219300.0,0,0,0,0,1,221092.60959299773
-118.46,34.42,25.0,2988.0,525.0,1884.0,513.0,4.7007,169500.0,1,0,0,0,0,197635.99797223142
-118.19,33.83,43.0,2641.0,411.0,1011.0,444.0,6.4468,444200.0,0,0,0,0,1,424629.83109090757
-120.68,35.5,19.0,3369.0,673.0,1834.0,646.0,3.7672,173800.0,1,0,0,0,0,199831.73937263573
-122.31,38.3,45.0,3023.0,659.0,1789.0,657.0,3.6039,126000.0,0,0,0,1,0,131520.04205755278
-118.47,34.01,44.0,2017.0,343.0,958.0,382.0,6.1014,480100.0,1,0,0,0,0,451487.4518438258
-121.91,36.59,31.0,2034.0,335.0,966.0,322.0,4.6964,291300.0,0,0,0,0,1,299050.6207117014
-117.83,33.79,29.0,1454.0,236.0,724.0,262.0,4.8542,218100.0,1,0,0,0,0,219020.36352919746
-118.2,33.94,44.0,1413.0,298.0,1200.0,307.0,3.5125,169300.0,1,0,0,0,0,148631.61153690337
-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,129200.0,1,0,0,0,0,146723.4486316768
-117.05,33.01,17.0,3430.0,425.0,1468.0,433.0,10.6186,429300.0,1,0,0,0,0,428435.993267836
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,145100.0,0,1,0,0,0,133278.3833643582
-122.22,37.77,52.0,391.0,128.0,520.0,138.0,1.6471,95000.0,0,0,0,1,0,98345.52086880435
-122.11,37.66,35.0,2843.0,652.0,1726.0,643.0,3.09,174100.0,0,0,0,1,0,174789.90513666076
-118.35,34.03,42.0,2043.0,512.0,1634.0,501.0,1.9928,125400.0,1,0,0,0,0,137134.44302438293
-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858,62400.0,0,1,0,0,0,67229.91124076926
-116.91,33.71,19.0,6807.0,1164.0,2703.0,1055.0,3.1591,189700.0,0,1,0,0,0,169241.33935823524
-116.89,32.82,18.0,2515.0,443.0,1442.0,449.0,5.0201,154400.0,1,0,0,0,0,170821.31924478593
-117.65,34.07,52.0,1041.0,252.0,558.0,231.0,1.9236,117200.0,0,1,0,0,0,126339.71411971291
-121.28,38.13,48.0,1892.0,333.0,804.0,352.0,4.0625,143200.0,0,1,0,0,0,124248.6089910184
-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,198300.0,1,0,0,0,0,198042.20267233875
-118.31,33.72,26.0,2711.0,508.0,1372.0,459.0,4.1451,326700.0,0,0,0,0,1,329988.4826502839
-117.38,34.07,6.0,1156.0,191.0,910.0,234.0,4.9091,122400.0,0,1,0,0,0,123804.20481455485
-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,283300.0,1,0,0,0,0,315369.91805210547
-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,122600.0,0,1,0,0,0,123747.91541504394
-118.06,34.13,40.0,4307.0,918.0,1769.0,845.0,3.6341,391500.0,0,1,0,0,0,362633.3869613742
-122.05,37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,335700.0,0,0,0,1,0,305665.78545975615
-118.34,33.83,35.0,1818.0,353.0,853.0,321.0,5.8972,350900.0,1,0,0,0,0,351689.30650788755
-121.94,37.24,26.0,2561.0,388.0,1165.0,393.0,7.3522,363800.0,1,0,0,0,0,371809.8316668746
-122.26,37.77,52.0,1704.0,371.0,663.0,340.0,4.226,275000.0,0,0,0,1,0,270117.49697528756
-117.36,34.08,4.0,8866.0,1832.0,4775.0,1554.0,3.7348,125800.0,0,1,0,0,0,128466.78045103708
-121.25,38.68,15.0,1497.0,243.0,730.0,242.0,4.9688,135600.0,0,1,0,0,0,141623.50762513414
-117.06,33.02,24.0,830.0,190.0,279.0,196.0,1.9176,121100.0,1,0,0,0,0,138409.33577278047
-122.26,38.0,6.0,678.0,104.0,318.0,91.0,5.2375,246400.0,0,0,0,1,0,219554.768423279
-117.93,33.86,17.0,1627.0,398.0,1216.0,369.0,3.3438,186600.0,1,0,0,0,0,194915.27985921805
-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,57300.0,0,1,0,0,0,44374.40255522405
-119.81,36.6,24.0,2246.0,462.0,1291.0,394.0,2.4006,76400.0,0,1,0,0,0,76516.41525655353
-118.28,33.74,44.0,1853.0,556.0,2090.0,539.0,1.8584,248100.0,0,0,0,0,1,226053.11162184333
-122.0,38.73,31.0,371.0,74.0,208.0,84.0,3.875,137500.0,0,1,0,0,0,128168.57240507437
-118.32,34.08,52.0,1164.0,257.0,575.0,251.0,3.125,380400.0,1,0,0,0,0,350707.81429274764
-119.83,36.37,25.0,1549.0,269.0,819.0,272.0,2.7159,101400.0,0,1,0,0,0,84229.56739138595
-118.37,34.04,25.0,542.0,161.0,442.0,131.0,2.25,333300.0,1,0,0,0,0,286434.8228672153
-121.44,38.63,33.0,1077.0,271.0,753.0,236.0,1.3462,55900.0,0,1,0,0,0,60413.29689328218
-118.17,34.02,39.0,759.0,215.0,883.0,226.0,2.125,143800.0,1,0,0,0,0,142879.9794765159
-121.16,39.18,14.0,1006.0,187.0,462.0,185.0,3.1042,152000.0,0,1,0,0,0,146853.38933498252
-123.23,39.77,25.0,2075.0,435.0,991.0,377.0,1.2281,60300.0,0,1,0,0,0,57853.36424324883
-116.51,34.45,21.0,8502.0,2634.0,2330.0,991.0,1.3811,51300.0,0,1,0,0,0,58403.22028789719
-119.33,36.31,15.0,1472.0,228.0,892.0,257.0,5.3909,113000.0,0,1,0,0,0,105232.26806304415
-116.32,33.28,19.0,1791.0,367.0,327.0,185.0,3.3625,100000.0,0,1,0,0,0,95937.4653213065
-118.45,34.06,52.0,204.0,34.0,1154.0,28.0,9.337,500001.0,1,0,0,0,0,497419.08246097225
-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,4.0435,132600.0,0,1,0,0,0,145289.2123377076
-121.65,40.88,15.0,2909.0,549.0,1537.0,522.0,3.0179,61300.0,0,1,0,0,0,79438.69088219058
-121.58,39.51,24.0,1865.0,372.0,1087.0,385.0,1.6389,56700.0,0,1,0,0,0,61956.54374527212
-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308,353400.0,1,0,0,0,0,357421.6368541976
-122.22,37.88,20.0,95.0,13.0,31.0,15.0,2.4444,475000.0,0,0,0,1,0,446746.63845521654
-117.57,34.15,3.0,12806.0,2219.0,4249.0,1499.0,5.485,343100.0,0,1,0,0,0,312435.4580897007
-122.92,39.08,24.0,341.0,64.0,146.0,57.0,4.0,166300.0,0,1,0,0,0,145287.6895141999
-117.27,34.45,8.0,6463.0,1095.0,3213.0,1031.0,3.2215,108800.0,0,1,0,0,0,111159.6543449401
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,160500.0,1,0,0,0,0,180918.7273948327
-117.88,33.66,26.0,6017.0,1244.0,2673.0,1135.0,3.5426,295400.0,1,0,0,0,0,280467.35281870293
-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784,185200.0,1,0,0,0,0,188006.42510105378
-118.44,34.02,37.0,1592.0,308.0,783.0,321.0,6.2583,386000.0,1,0,0,0,0,403337.86797533464
-117.67,34.05,6.0,2833.0,628.0,1717.0,589.0,3.2062,167500.0,0,1,0,0,0,139548.11857096627
-120.93,38.65,12.0,2213.0,384.0,1097.0,351.0,4.5568,170100.0,0,1,0,0,0,178316.53072594316
-117.88,34.12,36.0,2029.0,351.0,1327.0,364.0,4.1836,164300.0,1,0,0,0,0,175392.19406900482
-121.57,39.48,15.0,202.0,54.0,145.0,40.0,0.8252,42500.0,0,1,0,0,0,54312.46831271227
-122.05,38.0,36.0,2476.0,472.0,1213.0,393.0,3.7333,136400.0,0,0,0,1,0,145611.32527793397
-117.31,33.16,17.0,1704.0,263.0,781.0,281.0,5.6605,224400.0,0,0,0,0,1,241805.7218762043
-116.39,34.15,15.0,5583.0,1149.0,2709.0,964.0,1.9779,73300.0,0,1,0,0,0,65664.7061880308
-122.23,37.76,52.0,3011.0,542.0,1303.0,535.0,5.1039,273800.0,0,0,0,1,0,272979.0859220938
-118.62,34.17,32.0,1491.0,355.0,756.0,296.0,3.0404,262800.0,1,0,0,0,0,279812.451737599
-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,5.6485,129500.0,0,1,0,0,0,156713.53726170195
